1,1,121.50,336.17,135.59,57.42,0.8820,-1,-1,-1
1,2,733.05,268.89,73.65,36.55,0.8228,-1,-1,-1
1,3,225.62,251.79,79.73,39.63,0.7629,-1,-1,-1
2,1,102.67,339.24,135.93,57.51,0.8234,-1,-1,-1
2,2,721.90,269.79,73.55,36.52,0.7687,-1,-1,-1
2,3,223.66,252.46,79.17,39.32,0.7892,-1,-1,-1
3,1,79.77,341.86,140.45,59.37,0.8890,-1,-1,-1
3,2,710.46,272.26,72.86,36.12,0.7503,-1,-1,-1
3,3,221.92,252.72,79.39,39.32,0.8317,-1,-1,-1
4,1,53.68,345.73,143.41,60.58,0.8771,-1,-1,-1
4,2,695.42,274.03,74.71,37.02,0.8189,-1,-1,-1
4,3,219.93,252.70,80.47,39.66,0.8334,-1,-1,-1
5,1,26.10,349.39,146.87,61.98,0.8825,-1,-1,-1
5,2,680.96,275.89,75.37,37.31,0.8407,-1,-1,-1
5,3,219.15,252.45,81.30,39.91,0.8372,-1,-1,-1
6,1,0.60,352.44,151.15,63.89,0.8944,-1,-1,-1
6,2,666.41,277.11,78.12,38.70,0.8230,-1,-1,-1
6,3,218.90,252.42,82.59,40.37,0.8422,-1,-1,-1
7,1,0.00,356.94,137.51,64.90,0.8769,-1,-1,-1
7,2,650.95,278.80,80.43,39.87,0.8428,-1,-1,-1
7,3,217.96,252.69,82.88,40.26,0.8810,-1,-1,-1
8,1,0.00,360.35,126.39,67.70,0.8813,-1,-1,-1
8,2,636.22,280.47,82.28,40.81,0.7963,-1,-1,-1
8,3,217.12,252.92,83.27,40.15,0.8600,-1,-1,-1
9,1,0.00,364.40,105.39,61.78,0.8891,-1,-1,-1
9,2,621.80,282.35,83.42,41.37,0.8573,-1,-1,-1
9,3,214.52,252.93,84.17,40.18,0.8215,-1,-1,-1
10,1,0.00,368.45,86.89,58.88,0.8345,-1,-1,-1
10,2,605.99,284.58,84.11,41.70,0.7240,-1,-1,-1
10,3,213.24,252.93,85.00,40.25,0.8787,-1,-1,-1
11,2,591.48,287.25,84.62,41.87,0.7310,-1,-1,-1
11,3,213.44,253.31,85.16,39.95,0.8283,-1,-1,-1
12,2,576.07,288.99,85.99,42.48,0.6114,-1,-1,-1
12,3,213.15,253.28,86.06,39.98,0.7912,-1,-1,-1
13,2,561.73,290.82,84.64,41.61,0.6831,-1,-1,-1
13,3,212.69,253.29,87.03,40.11,0.8140,-1,-1,-1
14,3,212.63,253.40,87.40,39.95,0.8318,-1,-1,-1
15,2,525.90,294.06,93.86,46.39,0.5297,-1,-1,-1
15,3,212.52,253.42,87.76,39.80,0.8278,-1,-1,-1
16,2,513.46,301.87,85.25,41.35,0.3522,-1,-1,-1
16,3,211.63,253.56,88.47,39.85,0.8047,-1,-1,-1
17,2,498.62,305.92,84.78,40.48,0.5065,-1,-1,-1
17,3,210.96,253.56,89.15,39.95,0.8382,-1,-1,-1
18,2,479.16,306.62,89.60,42.52,0.7598,-1,-1,-1
18,3,209.79,253.38,89.56,39.85,0.8366,-1,-1,-1
19,2,453.83,307.60,93.81,45.51,0.5796,-1,-1,-1
19,3,209.35,253.36,90.27,39.92,0.8216,-1,-1,-1
20,2,436.84,307.31,100.61,49.30,0.8353,-1,-1,-1
20,3,209.45,253.50,90.41,39.76,0.8223,-1,-1,-1
21,2,421.42,309.40,103.34,50.85,0.8021,-1,-1,-1
21,3,209.90,253.45,91.28,39.94,0.8216,-1,-1,-1
22,2,405.62,313.49,103.39,50.76,0.8503,-1,-1,-1
22,3,210.00,253.66,91.26,39.79,0.8151,-1,-1,-1
23,2,386.77,315.85,106.84,52.49,0.8184,-1,-1,-1
23,3,209.56,253.67,91.55,39.73,0.7542,-1,-1,-1
24,2,368.41,318.77,108.98,53.62,0.8430,-1,-1,-1
24,3,209.68,253.74,91.82,39.68,0.8333,-1,-1,-1
25,2,348.75,321.26,112.13,55.32,0.8031,-1,-1,-1
25,3,209.70,253.72,92.15,39.74,0.7965,-1,-1,-1
26,2,329.09,324.26,113.95,56.36,0.8361,-1,-1,-1
26,3,209.17,253.71,92.62,39.80,0.7966,-1,-1,-1
27,2,310.01,328.68,113.63,56.05,0.8708,-1,-1,-1
27,3,208.30,253.61,93.05,39.89,0.7728,-1,-1,-1
28,2,290.51,333.00,113.95,56.00,0.8532,-1,-1,-1
28,3,208.24,253.64,93.22,39.89,0.7419,-1,-1,-1
29,2,268.03,336.44,116.97,57.32,0.8199,-1,-1,-1
29,3,208.05,253.49,93.55,39.93,0.7812,-1,-1,-1
30,2,247.00,339.48,119.92,58.61,0.8688,-1,-1,-1
30,3,208.24,253.48,93.56,39.84,0.8095,-1,-1,-1
31,2,224.98,342.91,123.16,59.96,0.8600,-1,-1,-1
31,3,207.88,253.26,93.87,39.90,0.8363,-1,-1,-1
32,2,202.16,346.61,126.43,61.44,0.8774,-1,-1,-1
32,3,208.01,253.37,93.98,39.83,0.8557,-1,-1,-1
33,2,179.32,349.93,130.42,63.17,0.8700,-1,-1,-1
33,3,208.02,253.33,94.06,39.82,0.8440,-1,-1,-1
34,2,155.05,353.81,133.07,64.21,0.8893,-1,-1,-1
34,3,207.90,253.19,94.45,39.99,0.8426,-1,-1,-1
35,2,131.39,357.44,137.87,66.26,0.8398,-1,-1,-1
35,3,208.30,253.28,94.41,39.96,0.8585,-1,-1,-1
36,2,105.62,361.92,141.60,67.72,0.9124,-1,-1,-1
36,3,208.98,253.47,94.14,39.77,0.8224,-1,-1,-1
37,2,80.40,367.24,143.02,67.95,0.8315,-1,-1,-1
37,3,209.14,253.50,94.35,39.85,0.8091,-1,-1,-1
38,2,52.51,371.41,147.77,69.88,0.9086,-1,-1,-1
38,3,208.89,253.41,94.55,39.90,0.8272,-1,-1,-1
39,2,23.36,374.67,154.25,72.62,0.9010,-1,-1,-1
39,3,208.84,253.32,94.75,39.97,0.8240,-1,-1,-1
39,17,375.10,252.44,14.49,17.25,0.3529,-1,-1,-1
40,2,0.00,380.03,155.65,73.56,0.8812,-1,-1,-1
40,3,209.10,253.36,94.63,39.90,0.8207,-1,-1,-1
40,17,375.82,252.45,14.00,16.65,0.3800,-1,-1,-1
41,2,0.00,384.85,140.41,75.86,0.8963,-1,-1,-1
41,3,208.36,253.23,95.00,40.06,0.8327,-1,-1,-1
41,17,376.38,252.23,12.75,15.09,0.3657,-1,-1,-1
42,2,0.00,387.56,128.49,80.40,0.8480,-1,-1,-1
42,3,208.46,253.06,94.52,39.86,0.8366,-1,-1,-1
42,17,376.67,252.06,12.16,14.27,0.2704,-1,-1,-1
43,2,0.00,392.51,105.48,73.15,0.8323,-1,-1,-1
43,3,208.71,253.09,94.28,39.67,0.8305,-1,-1,-1
44,2,0.00,400.08,81.35,65.04,0.7182,-1,-1,-1
44,3,209.02,253.16,94.35,39.66,0.8099,-1,-1,-1
44,17,376.77,251.83,12.14,14.13,0.2788,-1,-1,-1
45,3,209.23,253.13,94.71,39.82,0.7973,-1,-1,-1
45,17,376.40,251.79,13.34,15.50,0.3234,-1,-1,-1
46,3,208.96,253.25,94.63,39.78,0.8293,-1,-1,-1
47,3,208.64,252.92,95.08,40.01,0.8490,-1,-1,-1
47,17,376.45,252.01,12.02,13.69,0.3573,-1,-1,-1
48,3,208.17,252.86,95.36,40.21,0.8802,-1,-1,-1
49,3,208.22,252.90,95.27,40.16,0.8757,-1,-1,-1
49,17,376.96,252.29,11.88,13.27,0.2737,-1,-1,-1
50,3,206.92,252.55,96.09,40.54,0.8592,-1,-1,-1
50,17,376.25,252.30,12.43,13.76,0.2522,-1,-1,-1
51,3,206.76,252.27,96.23,40.60,0.8427,-1,-1,-1
51,17,375.80,252.00,12.99,14.10,0.3469,-1,-1,-1
52,3,206.83,252.47,95.83,40.42,0.8468,-1,-1,-1
52,17,375.85,252.38,12.56,13.39,0.3389,-1,-1,-1
53,3,207.60,252.64,95.61,40.38,0.7824,-1,-1,-1
53,17,375.83,252.45,12.87,13.47,0.3250,-1,-1,-1
54,3,208.12,253.06,94.69,39.99,0.7962,-1,-1,-1
54,17,376.10,252.24,12.83,13.28,0.2735,-1,-1,-1
55,3,208.79,253.30,94.50,39.92,0.8071,-1,-1,-1
56,3,209.01,253.60,94.05,39.65,0.8289,-1,-1,-1
56,17,375.58,252.76,14.02,14.38,0.3149,-1,-1,-1
57,3,209.31,253.66,93.92,39.57,0.7860,-1,-1,-1
57,17,375.76,253.00,14.43,14.85,0.2706,-1,-1,-1
57,23,929.15,224.73,28.77,66.71,0.3778,-1,-1,-1
58,3,209.32,253.69,94.64,39.87,0.8125,-1,-1,-1
58,17,376.14,253.49,13.61,13.81,0.2831,-1,-1,-1
58,23,926.72,226.30,29.01,66.84,0.5543,-1,-1,-1
